Year,ICD Code,Description,Link,Cleaned Description
2017,E09.37X2,"E09.37X2 Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
2017,E09.37X3,"E09.37X3 Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
2017,E09.37X9,"E09.37X9 Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",,"Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
2017,E10.321,E10.321 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema
2017,E10.3211,"E10.3211 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
2017,E10.3212,"E10.3212 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
2017,E10.3213,"E10.3213 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
2017,E10.3219,"E10.3219 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
2017,E10.329,E10.329 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema
2017,E10.3291,"E10.3291 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye"
2017,E10.3292,"E10.3292 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye"
2017,E10.3293,"E10.3293 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
2017,E10.3299,"E10.3299 Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
2017,E10.331,E10.331 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema
2017,E10.3311,"E10.3311 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
2017,E10.3312,"E10.3312 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
2017,E10.3313,"E10.3313 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
2017,E10.3319,"E10.3319 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye"
2017,E10.339,E10.339 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema
2017,E10.3391,"E10.3391 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
2017,E10.3392,"E10.3392 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye"
2017,E10.3393,"E10.3393 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral"
2017,E10.3399,"E10.3399 Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye"
2017,E10.341,E10.341 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema
2017,E10.3411,"E10.3411 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye"
2017,E10.3412,"E10.3412 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye"
2017,E10.3413,"E10.3413 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
2017,E10.3419,"E10.3419 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
2017,E10.349,E10.349 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema
2017,E10.3491,"E10.3491 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye"
2017,E10.3492,"E10.3492 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye"
2017,E10.3493,"E10.3493 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
2017,E10.3499,"E10.3499 Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
2017,E10.351,E10.351 Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema
2017,E10.3511,"E10.3511 Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye"
2017,E10.3512,"E10.3512 Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye"
2017,E10.3513,"E10.3513 Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral"
2017,E10.3519,"E10.3519 Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye"
2017,E10.352,E10.352 Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula
2017,E10.3521,"E10.3521 Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye"
2017,E10.3522,"E10.3522 Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye"
2017,E10.3523,"E10.3523 Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral"
2017,E10.3529,"E10.3529 Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye"
2017,E10.353,E10.353 Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,,Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula
2017,E10.3531,"E10.3531 Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye"
2017,E10.3532,"E10.3532 Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
2017,E10.3533,"E10.3533 Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
2017,E10.3539,"E10.3539 Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
2017,E10.354,E10.354 Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,,Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment
2017,E10.3541,"E10.3541 Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
2017,E10.3542,"E10.3542 Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
2017,E10.3543,"E10.3543 Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
2017,E10.3549,"E10.3549 Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
2017,E10.355,E10.355 Type 1 diabetes mellitus with stable proliferative diabetic retinopathy,,Type 1 diabetes mellitus with stable proliferative diabetic retinopathy
2017,E10.3551,"E10.3551 Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye"
2017,E10.3552,"E10.3552 Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye"
2017,E10.3553,"E10.3553 Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral"
2017,E10.3559,"E10.3559 Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",,"Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye"
2017,E10.359,E10.359 Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema
2017,E10.3591,"E10.3591 Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
2017,E10.3592,"E10.3592 Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
2017,E10.3593,"E10.3593 Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
2017,E10.3599,"E10.3599 Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
2017,E10.37,"E10.37 Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment",,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment"
2017,E10.37X1,"E10.37X1 Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
2017,E10.37X2,"E10.37X2 Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
2017,E10.37X3,"E10.37X3 Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
2017,E10.37X9,"E10.37X9 Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
2017,E11.321,E11.321 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema
2017,E11.3211,"E11.3211 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
2017,E11.3212,"E11.3212 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
2017,E11.3213,"E11.3213 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
2017,E11.3219,"E11.3219 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
2017,E11.329,E11.329 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema
2017,E11.3291,"E11.3291 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye"
2017,E11.3292,"E11.3292 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye"
2017,E11.3293,"E11.3293 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
2017,E11.3299,"E11.3299 Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
2017,E11.331,E11.331 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema
2017,E11.3311,"E11.3311 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
2017,E11.3312,"E11.3312 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
2017,E11.3313,"E11.3313 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
2017,E11.3319,"E11.3319 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye"
2017,E11.339,E11.339 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema
2017,E11.3391,"E11.3391 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
2017,E11.3392,"E11.3392 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye"
2017,E11.3393,"E11.3393 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral"
2017,E11.3399,"E11.3399 Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye"
2017,E11.341,E11.341 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema
2017,E11.3411,"E11.3411 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye"
2017,E11.3412,"E11.3412 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye"
2017,E11.3413,"E11.3413 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
2017,E11.3419,"E11.3419 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
2017,E11.349,E11.349 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema
2017,E11.3491,"E11.3491 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye"
2017,E11.3492,"E11.3492 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye"
2017,E11.3493,"E11.3493 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
2017,E11.3499,"E11.3499 Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
2017,E11.351,E11.351 Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema
2017,E11.3511,"E11.3511 Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye"
2017,E11.3512,"E11.3512 Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye"
2017,E11.3513,"E11.3513 Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral"
2017,E11.3519,"E11.3519 Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye"
2017,E11.352,E11.352 Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula,,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula
2017,E11.3521,"E11.3521 Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye"
2017,E11.3522,"E11.3522 Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye"
2017,E11.3523,"E11.3523 Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral"
2017,E11.3529,"E11.3529 Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye"
2017,E11.353,E11.353 Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula,,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula
2017,E11.3531,"E11.3531 Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye"
2017,E11.3532,"E11.3532 Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
2017,E11.3533,"E11.3533 Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
2017,E11.3539,"E11.3539 Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
2017,E11.354,E11.354 Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment
2017,E11.3541,"E11.3541 Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
2017,E11.3542,"E11.3542 Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
2017,E11.3543,"E11.3543 Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
2017,E11.3549,"E11.3549 Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
2017,E11.355,E11.355 Type 2 diabetes mellitus with stable proliferative diabetic retinopathy,,Type 2 diabetes mellitus with stable proliferative diabetic retinopathy
2017,E11.3551,"E11.3551 Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye"
2017,E11.3552,"E11.3552 Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye"
2017,E11.3553,"E11.3553 Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral"
2017,E11.3559,"E11.3559 Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye"
2017,E11.359,E11.359 Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema
2017,E11.3591,"E11.3591 Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
2017,E11.3592,"E11.3592 Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
2017,E11.3593,"E11.3593 Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
2017,E11.3599,"E11.3599 Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
2017,E11.37,"E11.37 Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment",,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment"
2017,E11.37X1,"E11.37X1 Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
2017,E11.37X2,"E11.37X2 Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
2017,E11.37X3,"E11.37X3 Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
2017,E11.37X9,"E11.37X9 Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
2017,E13.321,E13.321 Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema
2017,E13.3211,"E13.3211 Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
2017,E13.3212,"E13.3212 Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
2017,E13.3213,"E13.3213 Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
